subject,predicate,object,original_text
que,contraste,repentina,"Lâmpada da escada de acesso externo do deck D para o E fica desligada à noite, durante períodos de navegação. Este é o único trajeto possível do convés para a ponte (e vice-versa) pela área externa (casos onde o colaborador precisa estar de macacão) e gera uma condição altamente insegura para as pessoas que passam por esta área, pois não conseguem visualizar onde estão pisando, nem os degraus da escada. Esta condição se agrava visto que as demais áreas adjacentes permanecem com iluminação ativa, gerando grande contraste na visão da pessoa pela diferença repentina de excesso/falta de brilho incidindo nos seus olhos."
tensionador,spool,e,Proteção de passagem de cabo sem zebramento abaixo do tensionador de carregamento 1 & 2 / inexistencia de sistema de isolamento mecânico da válvula hidráulica abaixo do tensionador spooling 1 e 2.
remanejamento,do,convés,"SWA; Durante remanejamento e manutenção do piso de madeira do convés, foi identificado que o colaboradores terceirizados estavam fazendo uso de ferramentas de forma errada. A atividade foi interrompido momentaneamente para que as devidas explicações e dúvidas pertinentes fosses sanadas para a realização da atividade. Logo após a abordagem a equipe retomou à tarefa em questão.
Indução ao uso correto da ferramenta aplicada para a execução da atividade."
o,colaboradore,errada,"SWA; Durante remanejamento e manutenção do piso de madeira do convés, foi identificado que o colaboradores terceirizados estavam fazendo uso de ferramentas de forma errada. A atividade foi interrompido momentaneamente para que as devidas explicações e dúvidas pertinentes fosses sanadas para a realização da atividade. Logo após a abordagem a equipe retomou à tarefa em questão.
Indução ao uso correto da ferramenta aplicada para a execução da atividade."
interrompido,momentaneamente,que,"SWA; Durante remanejamento e manutenção do piso de madeira do convés, foi identificado que o colaboradores terceirizados estavam fazendo uso de ferramentas de forma errada. A atividade foi interrompido momentaneamente para que as devidas explicações e dúvidas pertinentes fosses sanadas para a realização da atividade. Logo após a abordagem a equipe retomou à tarefa em questão.
Indução ao uso correto da ferramenta aplicada para a execução da atividade."
Tirar,do,cabo,"SWA - ""Estava realizando operação com o guincho de 10T. Ao acionar o guincho para o sentido pagar começou a dar folga no cabo. 
Parei atividade logo de imediato para evitar que mais voltas d cabo fiquem folgadas no tambor e impactar na operação.""
Tirar a folga do cabo."
parada,feita,tarefa,"SWA - ""Durante atividade de desacoplar o ROV da TMS, foi verificado que a cinta de peação estava posicionada de forma incorreta no Olhal de estaiamento do ROV/TMS no Deck.
A atividade foi parada, feita a correção de posicionamento da cinta para a continuidade da tarefa. 
Riscos observados. Possibilidade da cinta se soltar podendo atingir algum colaborador.
Estaimento do equipamento falhar possibilidade de movimentação com o balança da embarcação.""
""Correção do posicionamento da cinta de estaiamento do equipamento no Olhal do Deck.
Feito o registro em Cartão SOC e divulgação para outras equipes do ROV."""
Estaimento,do,possibilidade,"SWA - ""Durante atividade de desacoplar o ROV da TMS, foi verificado que a cinta de peação estava posicionada de forma incorreta no Olhal de estaiamento do ROV/TMS no Deck.
A atividade foi parada, feita a correção de posicionamento da cinta para a continuidade da tarefa. 
Riscos observados. Possibilidade da cinta se soltar podendo atingir algum colaborador.
Estaimento do equipamento falhar possibilidade de movimentação com o balança da embarcação.""
""Correção do posicionamento da cinta de estaiamento do equipamento no Olhal do Deck.
Feito o registro em Cartão SOC e divulgação para outras equipes do ROV."""
tratamento,do,iniciou,"SWA - Em uma atividade de tratamento do convés o colaborador iniciou a atividade sem o EPI completo 
A atividade foi interrompida até que o colaborador estivesse com o EPI completo."
com,dificultando,pegar,"Observado que a área no convés principal, próximo à caverna atrás do guincho de 50 ton está com a iluminação fraca, dificultando a visualização ao pegar as cintas para o projeto, no turno da noite."
passarela,do,eletrônica,"Estrutura metálica da base da passarela, que liga o mezanino do ROV ao container da oficina de eletrônica do ROV, com bastante oxidação, em posição de difícil acesso para tratamento e pintura por parte do ROV."
parte,do,ROV,"Estrutura metálica da base da passarela, que liga o mezanino do ROV ao container da oficina de eletrônica do ROV, com bastante oxidação, em posição de difícil acesso para tratamento e pintura por parte do ROV."
Bumpers,do,Beam,Bumpers do Hoist Beam
DOF,declara,trabalhos,"SWA - Durante trabalhos em andaime na lança do guinidaste, observado o inicio de chuva. Procedimento DOF declara que trabalhos em andaimes são considerados trabalho em altura e em caso de chuva, o trabalho em altura deve ser paralisado. O trabalho foi parado. Informado a equipe e supervisor do trabalho.
Foi acordado que os tecnicos nao iriam trabalhar na lança ou em cima de andaimes em caso de chuva, mas que eles poderiam trabalhar dentro da cabine do guindaste em ajustes eletronicos do guindaste. Area da cabine é area protegida de quedas e chuvas e é area nao considerada area de risco para trabalho em altura."
em,andaime,trabalho,"SWA - Durante trabalhos em andaime na lança do guinidaste, observado o inicio de chuva. Procedimento DOF declara que trabalhos em andaimes são considerados trabalho em altura e em caso de chuva, o trabalho em altura deve ser paralisado. O trabalho foi parado. Informado a equipe e supervisor do trabalho.
Foi acordado que os tecnicos nao iriam trabalhar na lança ou em cima de andaimes em caso de chuva, mas que eles poderiam trabalhar dentro da cabine do guindaste em ajustes eletronicos do guindaste. Area da cabine é area protegida de quedas e chuvas e é area nao considerada area de risco para trabalho em altura."
de,andaime,chuva,"SWA - Durante trabalhos em andaime na lança do guinidaste, observado o inicio de chuva. Procedimento DOF declara que trabalhos em andaimes são considerados trabalho em altura e em caso de chuva, o trabalho em altura deve ser paralisado. O trabalho foi parado. Informado a equipe e supervisor do trabalho.
Foi acordado que os tecnicos nao iriam trabalhar na lança ou em cima de andaimes em caso de chuva, mas que eles poderiam trabalhar dentro da cabine do guindaste em ajustes eletronicos do guindaste. Area da cabine é area protegida de quedas e chuvas e é area nao considerada area de risco para trabalho em altura."
Foi,do,apoio,"Foi observado a necessidade de tratamento mecânico e pintura no berço do novo colar de apoio, que está embaixo do rack de manilhas, próximo ao guindaste subsea."
embaixo,rack,manilhas,"Foi observado a necessidade de tratamento mecânico e pintura no berço do novo colar de apoio, que está embaixo do rack de manilhas, próximo ao guindaste subsea."
poderia,danificar,quedas,"SWA - Colaborador estava utilizando o trava quedas da escada quebra Peito do guindaste BB para subir os galões de 20 litros de fluído hidráulico 
No momento pedi ao colaborador para parar o trabalho por que poderia danificar o trava quedas e causar um acidente de um outro colaborador caso o mesmo precisasse do trava quedas. E o instrui a usar um outro meio de içamento seguro."
parafusos,do,calha,Lubrificação nos parafusos do defletor de lançamento na calha
pivotante,do,mesmo,"Foi observado, no defletor pivotante, a falta de arruela do parafuso prisioneiro, podendo ocasionar o desprendimento do mesmo."
vibração,do,ônibus,Reforço estrutural para estabilizar o movimento de vibração do ponto de ônibus
auxilia,do,durante,"Foi observado que o apoio (base) que auxilia a equipe do convés durante as operações, está com um dos pés amassado. Devido a não apoiar corretamente no piso, há um risco de tombar a peça que vai neste apoio."
permissão,do,sinaleiro,"SWA: Colaborador acessou a área isolada sem permissão do sinaleiro.
Colaborador foi alertado que a área estava isolada e orientado a se posicionar em local seguro ."
foi,alertado,que,"SWA: Colaborador acessou a área isolada sem permissão do sinaleiro.
Colaborador foi alertado que a área estava isolada e orientado a se posicionar em local seguro ."
e,orientado,posicionar,"SWA: Colaborador acessou a área isolada sem permissão do sinaleiro.
Colaborador foi alertado que a área estava isolada e orientado a se posicionar em local seguro ."
TESTE,bicone,N2,"DURANTE TESTE DO BICONE E N2, FOI OBSERVADO QUE A MANTA BALISTICA FICOU EM POSIÇÃO RUIM POR CAUSA DE RESSALTO."
TMS,do,ROV,"SWA - Durante atividade de desacoplar a TMS do ROV, foi observado que a amarração estava errada e podendo escorregar e atingir uma pessoa. Atividade foi parada e os colaboradores foram instruidos com a maneira correta de amarração.
Os colaboradores foram instruidos sobre maneira correta de fazer a amarração."
instruidos,com,correta,"SWA - Durante atividade de desacoplar a TMS do ROV, foi observado que a amarração estava errada e podendo escorregar e atingir uma pessoa. Atividade foi parada e os colaboradores foram instruidos com a maneira correta de amarração.
Os colaboradores foram instruidos sobre maneira correta de fazer a amarração."
nau,do,principal,"Piso próximo à saída de emergência da cesta de 1500, localizada à meia-nau do convés principal, está bastante oleoso e escorregadio."
salas,guincho,TLS,"Very slippery floor in both TLS winch rooms. 
Piso muito escorregadio em ambas as salas do guincho TLS."
Flaps,do,oxidados,Flaps dos moitões dos trolleys de BE e BB na mesa de trabalho estão completamente oxidados.
DEFLETOR,do,EXCESSIVA,GUARDA CORPO DEFLETOR DO BASQUETE 2500  COM CORROSÃO EXCESSIVA
passar,do,tempo,"Os degraus de acesso à mesa de trabalho estão com alturas irregulares, eles estão muito baixos em relação ao piso superior, gerando um risco de queda e também risco à saúde física do colaborador, podendo lesionar os joelhos com o passar do tempo."
lâmpadas,interna,queimadas,Observado que lâmpadas internas das bombas de flowing estão queimadas.
faltam,alças,guinchos,"Observado que faltam alças em 3 controles de guinchos, localizados na mesa de trabalho. Caso um controle escape durante operação no guincho, pode ocorrer um overload e consequentemente um incidente."
espaço,livre,apoio,"SWA - Transferência de container da UM para embarcação de apoio. Devido ao caturro aliado com pouco o espaço livre no convés da embarcação de apoio, não foi considerado seguro prosseguir com a transferência de carga e a operação foi interrompida.

Container transfer from UM to support vessel. Due to the pitch combined with short free space on the support vessel's deck, it was not considered safe to proceed with the cargo transfer and the operation was stopped."
prosseguir,com,carga,"SWA - Transferência de container da UM para embarcação de apoio. Devido ao caturro aliado com pouco o espaço livre no convés da embarcação de apoio, não foi considerado seguro prosseguir com a transferência de carga e a operação foi interrompida.

Container transfer from UM to support vessel. Due to the pitch combined with short free space on the support vessel's deck, it was not considered safe to proceed with the cargo transfer and the operation was stopped."
transfer,support,vessel,"SWA - Transferência de container da UM para embarcação de apoio. Devido ao caturro aliado com pouco o espaço livre no convés da embarcação de apoio, não foi considerado seguro prosseguir com a transferência de carga e a operação foi interrompida.

Container transfer from UM to support vessel. Due to the pitch combined with short free space on the support vessel's deck, it was not considered safe to proceed with the cargo transfer and the operation was stopped."
parte,do,danificada,parte superior do guarda corpo danificada
Mangueira,do,fuga,Mangueira do tanque de água oleosa suspensa sobre a rota de fuga
das,tampa,cestas,Os pés da caixas de armazenagem de correntes das tampas das cestas quebrado e com muita corrosão.
Defletor,do,possui,"O Defletor do cabo AR possui em algumas partes com risco de pinçamento de dedos e mãos, porém não háq sinalização alertando."
Durante,mudamos,içada,"SWA - Durante a retirada de uma patesca de 50 ton que estava no cabo do guincho ( trabalho feito com o auxílio do guindaste Palfinger), fizemos uma parada no trabalho e verificamos que se fosse mudada a posição da patesca iria facilitar o trabalho, assim fizemos e concluímos o trabalho com segurança.
mudamos a posição que a patesca estava sendo içada"
